id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5143846477371418,PioE7uVDQ,3788429711,搞机的风采,太卷了。刚刚发布的小鹏G6和G9分别17.68万、24.88万起，六项全能纯电轿跑SUV，全系标配行业顶级图灵AI智驾、5C超充AI电池……何小鹏太给力了！#智驾数码团#,,,,智驾数码团,3,4,33,2025-03-13 21:20,干饭人,"https://wx4.sinaimg.cn/large/e1ced98fgy1hzfnne2mj7j20u01syanw.jpg,https://wx1.sinaimg.cn/large/e1ced98fgy1hzfnnepfsxj20u01swais.jpg,https://wx1.sinaimg.cn/large/e1ced98fgy1hzfnnfgxuoj21hc0u0tmc.jpg,https://wx4.sinaimg.cn/large/e1ced98fgy1hzfnng94o9j20u01szwtd.jpg",,,浙江,红V
5143825732078192,Pio6F8IDe,7518280479,DTCHAT,很多东西全新小鹏G6全系标配了，像5C超充和AI电池、图灵AI智驾、高通骁龙SA8295P芯片等。尤其是图灵AI智驾，不选装、不付费、不订阅，这样更多人就可以享受到智能驾驶体验。其实小鹏现在的智驾能力非常强，以月为单位快速进化，目前面向全球场景快速迭代。#全新小鹏G6从未见过如此换代##小鹏G6价格#,,,,"全新小鹏G6从未见过如此换代,小鹏G6价格",9,25,135,2025-03-13 19:58,微博网页版,"https://wx2.sinaimg.cn/large/008cNWcnly1hzfl1iqw5nj34132oqnpd.jpg,https://wx3.sinaimg.cn/large/008cNWcnly1hzfl207temj34132oqx6p.jpg,https://wx3.sinaimg.cn/large/008cNWcnly1hzfl5xht6fj31x012g7p6.jpg",,,陕西,金V
5143845299294534,PioCdCZVQ,1947591324,Y车评_李扬,小鹏G9、全系高阶智驾+5C电池+标配双腔空簧、座椅也满的…小鹏G6，高阶智驾+5c电池…G9全系低于30万，起价24.88，顶配27.88…价格战的变种叫做卷价格，没有最低只有更低#全新小鹏g9全系标配威巴克双腔空悬##全新小鹏G6从未见过如此换代#,,,,"全新小鹏g9全系标配威巴克双腔空悬,全新小鹏G6从未见过如此换代",1,20,17,2025-03-13 21:15,OPPO Find N5 卫星版,"https://wx2.sinaimg.cn/large/7415e29cgy1hzfnl21sb5j21bf0zkwko.jpg,https://wx1.sinaimg.cn/large/7415e29cgy1hzfnl2gl50j21bf0zkjvi.jpg",,,云南,红V
5143797404799696,PinmYk8Cs,6329156681,粤爱车出品人,15万就能啥都有？来看看比我还卷的卷王！零跑B10正式开始预售之后，48小时订单已达3万多台。12.98万元就能买到激光雷达智驾版了，可谓是价格屠夫！粤爱车探店第一时间派出@富贵碧人车黎子和@阿能天道酬勤养老婆去到零跑店打探消息，快点来视频中看下我们帮大家了解到的一些优惠信息！有无已经下定的同学们啊，去评论区晒单出来看看～#粤爱车探店##零跑B10##零跑b10激光雷达智驾卷到12万级#L粤爱车出品人的微博视频,,,"富贵碧人车黎子,阿能天道酬勤养老婆","粤爱车探店,零跑B10,零跑b10激光雷达智驾卷到12万级",4,6,22,2025-03-13 18:05,微博视频号,,"http://f.video.weibocdn.com/u0/36D0Mn96gx08mE50jqRq010412034nxm0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723868&ssig=CdxfaAk%2BKV&KID=unistore,video",,广东,红V
5143822557779250,Pio1xwDJM,6202265538,薛定谔的英短咕咕咕,小鹏G6/G9全系标配小鹏图灵智驾不选装，不订阅，不付费！小鹏今年的智驾决策可以说是去年产品翻身策略的延续，性能要平权，高阶智驾也要平权，要让智驾变得一般人触手可及。这也是一种雷学另外小鹏发布会就很少对比友商，这是一种自信#全新小鹏G6从未见过如此换代#,,,,全新小鹏G6从未见过如此换代,1,22,115,2025-03-13 19:45,,"https://wx3.sinaimg.cn/large/006LK4AWgy1hzfkw5ecnjj335s2dcqv5.jpg,https://wx3.sinaimg.cn/large/006LK4AWgy1hzfky79007j335s2dcu0x.jpg",,,广东,金V
5143823114567916,Pio2rjak4,1905549057,扬韬,45分钟，130万人在线围观。小鹏G6/G9的发布会，成为全民焦点。这是全民智驾时代的开端。中国的智驾，就是世界的智驾。1100公里行程，只需要充一次电。小鹏G6开启5C充电新时代，1秒钟充电不止1公里，10分钟充电达到80%。从此，新能源车的里程焦虑成为历史。任何时候出行，都不再为里程着急。随时充电，一杯咖啡的时间，充满电。从此开车无忧，智能汽车新时代。图灵智驾，全标配，不选装，不订阅，不交费，实现智驾平权。#全新小鹏G6和G9今日上市#,,,,全新小鹏G6和G9今日上市,16,4,58,2025-03-13 19:47,微博网页版,"https://wx4.sinaimg.cn/large/71945f01gy1hzfklbecwzj219d0h64fd.jpg,https://wx3.sinaimg.cn/large/71945f01gy1hzfkm44y7ij21970ittoy.jpg,https://wx1.sinaimg.cn/large/71945f01gy1hzfko26xxoj219d0k9h19.jpg,https://wx2.sinaimg.cn/large/71945f01gy1hzfkqwxhh6j217z0mjkcw.jpg,https://wx3.sinaimg.cn/large/71945f01gy1hzfkrrxzrij21840i6h1w.jpg,https://wx1.sinaimg.cn/large/71945f01gy1hzfku50oaxj217c0nk1kx.jpg,https://wx3.sinaimg.cn/large/71945f01gy1hzfkuyh5wxj219j0mgx18.jpg,https://wx1.sinaimg.cn/large/71945f01gy1hzfkvqzgawj21910kj1ay.jpg,https://wx1.sinaimg.cn/large/71945f01gy1hzfkxmgmxbj219f0k1e3h.jpg",,,上海,金V
5143822153814854,Pio0Tg0pU,5124470749,不是郑小康,不选装、不订阅、不付费，推动全行业把高阶智驾直接加到车价里。这是符合智驾的长远发展趋势和社会利益、用户利息的。,,,,,0,16,51,2025-03-13 19:43,HUAWEI Pura 70 Pro+,https://wx3.sinaimg.cn/large/005ANKW1gy1hzfkxdlpolj335s2dcx6q.jpg,,,广东,金V
5143821873056449,Pio0rcP7z,3254988854,向北不断电,小鹏G6和G9全系标配图灵AI智驾不收费不订阅不选装,,,,,4,61,320,2025-03-13 19:42,OPPO Find X8 Pro,https://wx1.sinaimg.cn/large/c2033036gy1hzfkvk98j2j21400u0n3b.jpg,,,广东,金V
5143823979384593,Pio3PDnmp,2135129011,孙少军09,何小鹏也提到特斯拉FSD进入中国了小鹏G6上市即可实现车位到车位卷智驾技术挺好的#全新小鹏G6和G9今日上市#,,,,全新小鹏G6和G9今日上市,4,41,225,2025-03-13 19:51,华为 Mate X6 典藏版,"https://wx3.sinaimg.cn/large/7f437bb3gy1hzfl1o01tdj235s2dcu0x.jpg,https://wx3.sinaimg.cn/large/7f437bb3gy1hzfl1p68xoj235s2dckjm.jpg,https://wx1.sinaimg.cn/large/7f437bb3gy1hzfl3mv3pfj235s2dcx6q.jpg",,,广东,金V
5143835474657774,PiomnjxHo,6055014839,数码飞越,#全新小鹏G9全系标配百万级豪华配置#敲重点，G6和G9标配，而且全新小鹏G9全系标配图灵AI智驾，并且不选装不订阅不付费！交付就可以享受，针不戳！,,,,全新小鹏G9全系标配百万级豪华配置,32,34,251,2025-03-13 20:36,,"https://wx4.sinaimg.cn/large/006BMdXFly1hzfmbhm8cdj34132oqqv5.jpg,https://wx2.sinaimg.cn/large/006BMdXFly1hzfmdrw3tuj34132oq1kz.jpg",,,陕西,红V
5143822582944360,Pio1AclXG,1052404565,兽爷,何小鹏说，忽然之间，智驾成了所有车企的紧急战略。大家都变成了高阶智驾第一梯队。小鹏一不小心，成了高阶智驾第0梯队,,,,,13,45,275,2025-03-13 19:45,Xiaomi 15 Ultra,https://wx1.sinaimg.cn/large/3eba6b55gy1hzfkyk2wmhj20yo0u0jw4.jpg,,,广东,金V
5143824365519911,Pio4sn9YP,6528484723,新渠道-李霸天,何小鹏回应「智驾平权」“所有友商都宣称是T1的时候，小鹏不小心被「挤到」了T0”#汽场全开##小鹏g6##小鹏汽车#,,,,"汽场全开,小鹏g6,小鹏汽车",2,34,186,2025-03-13 19:52,,https://wx4.sinaimg.cn/large/0077OR6Hgy1hzfl396ga4j335s1s01ky.jpg,,,广东,金V
5143821970576360,Pio0B2pW8,1871821935,大米评测,标配图灵AI智驾，不选装，不订阅，不付费,,,,,1,20,164,2025-03-13 19:43,微博网页版,https://wx4.sinaimg.cn/large/6f91bc6fly1hzfkw8mcztj21bb0pzh5e.jpg,,,浙江,金V
5143822872087135,Pio238KXt,7339743650,番茄殿下,智驾？小鹏才是真正的的引领者！其它都闭嘴吧……因为所有的智驾技术都是由小鹏中国首发。然后？小鹏智驾一定会向全行业开放。小鹏如果成为智驾供应商，那就太有趣了。#全新小鹏g6从未见过如此换代##小鹏g6价格#,,,,"全新小鹏g6从未见过如此换代,小鹏g6价格",2,45,129,2025-03-13 19:46,iPhone 16 Pro,"https://wx1.sinaimg.cn/large/0080IOC6gy1hzfkyll0xvj333y1qanpd.jpg,https://wx3.sinaimg.cn/large/0080IOC6gy1hzfkyihicjj333y220kjl.jpg",,,广东,金V
5143837808266939,Pioq8yGBJ,1871821935,大米评测,AI智驾小蓝灯众筹899元,,,,,6,18,132,2025-03-13 20:46,微博网页版,https://wx1.sinaimg.cn/large/6f91bc6fly1hzfmpwxj23j21az0q51dk.jpg,,,浙江,金V
5143807549510648,PinDkDU9y,7901838923,黄招根-星途汽车,怎么会出现这样的比赛结果，我都不相信我们的猎鹰智驾能这么强？士别三日当刮目相看。你敢信？同样魔鬼路段——北京64个红绿灯地狱局。特斯拉：3次接管：星纪元ET：全程智驾无人工接管#星纪元ET猎鹰智驾端到端第一梯队#EXEED星途星纪元,,,,,6,16,20,2025-03-13 18:45,华为 Mate X5 典藏版,https://wx3.sinaimg.cn/large/008CLjgTgy1hzfj5mt7p0j31401z4kd0.jpg,,,上海,红V
5143840060609805,PiotM2yDz,5710264970,小鹏汽车,2025款小鹏G6新皮肤加载完毕！AI智驾小蓝灯一开，赛博未来感直接拿捏了！是谁开车时偷偷给自己加科幻buff，我不说💙💡AI智驾小蓝灯众筹计划启动，我们始终尽最大努力，让老车主也能享受硬件更新。限时活动时间：2025.3.13-2025.3.27👉支持升级车型：小鹏X9/G9/G6/P7i/P7👇🏻限时众筹价格：¥899#全新小鹏G6和G9今日上市##全新小鹏G6和G9价格真香#,,,,"全新小鹏G6和G9今日上市,全新小鹏G6和G9价格真香",5,42,146,2025-03-13 20:55,微博网页版,https://wx1.sinaimg.cn/large/006erGLUgy1hzfmvl9s2uj31o0280hdu.jpg,,,广东,蓝V
5143824717054209,Pio51tB7z,6360487256,科技小参谋,小鹏在“第零梯队”一点不夸张全新G6直接标配图像AI+图商智能驾驶，还计划在香港落地遥控泊车，关键还全部免费升级。能把高阶智驾推到全球市场，估计也就小鹏敢这么干了真挺期待价格的，别超预算，不然我这钱包可扛不住啊！#全新小鹏G6从未见过如此换代##小鹏G6价格#,,,,"全新小鹏G6从未见过如此换代,小鹏G6价格",1,5,124,2025-03-13 19:54,,"https://wx2.sinaimg.cn/large/006WrXi8ly1hzfl7uxsimj34132oqx6p.jpg,https://wx2.sinaimg.cn/large/006WrXi8ly1hzfl7vtwqrj36801k0qv5.jpg,https://wx1.sinaimg.cn/large/006WrXi8ly1hzfl7x83j0j34132oqb2a.jpg,https://wx2.sinaimg.cn/large/006WrXi8ly1hzfl7yixz8j34132oq1ky.jpg",,,山东,红V
5143821915525326,Pio0vnboa,1847190253,老霍-鑫能源,又一个全系标配！全新G6和G9全系标配图灵AI智驾！不选装，不订阅，不收费！#全新小鹏G6从未见过如此换代##小鹏G6价格##何小鹏称AI汽车的春天到了#,,,,"全新小鹏G6从未见过如此换代,小鹏G6价格,何小鹏称AI汽车的春天到了",1,3,46,2025-03-13 19:42,OPPO Find N5,https://wx4.sinaimg.cn/large/6e19e2edgy1hzfkvew3mqj20ya0u0gry.jpg,,,广东,红V
5143810947417743,PinIOv7H1,2826095701,烟隐烟隐,中国智驾看广州，此刻中国智驾的大佬近在咫尺，大家有什么要转达的吗还有小鹏最会搞钱的男人，顾宏地大佬#全新小鹏G6从未见过如此换代##小鹏G6价格#,,,,"全新小鹏G6从未见过如此换代,小鹏G6价格",1,17,64,2025-03-13 18:59,微博bb机,"https://wx1.sinaimg.cn/large/a872cc55gy1hzfjhlkw49j22c03404qq.jpg,https://wx4.sinaimg.cn/large/a872cc55gy1hzfjjetxc4j22c0340e82.jpg",,,广东,金V
5143829468938386,PiocGBvhw,7824472141,杰瑞老实,小鹏G6全系标配5C电池、全系标配智驾…这才是丢掉所有包袱，掀桌子干的态度。智驾搞订阅现在是行不通的，尤其是一个全新的中端品牌，解释成本太高了…明明收不到费却说要收费，这叫得不到便宜还制造个焦虑,,,,,1,19,16,2025-03-13 20:12,,https://wx4.sinaimg.cn/large/008xwGDzgy1hzflmz2qr7j32dc35sb29.jpg,,,广东,金V
5143821612745472,Pio01bwdO,6212790103,科技元宇宙,2025款小鹏G6在外观上升级了19项！前脸有星河光翼贯穿灯，内嵌转向灯，还有图灵AI智驾全新身份标识——AI智驾小蓝灯；车尾也全新升级，扰流板、鸭尾、后保C环都进行了全新的设计！你们觉得升级后的颜值如何？#全新小鹏G6从未见过如此换代##小鹏G6价格#,,,,"全新小鹏G6从未见过如此换代,小鹏G6价格",10,18,53,2025-03-13 19:41,微博网页版,"https://wx3.sinaimg.cn/large/006MsevZgy1hzfkmbpitxj30lw0clwkx.jpg,https://wx3.sinaimg.cn/large/006MsevZgy1hzfkmj1zo9j30m70e4dnw.jpg,https://wx4.sinaimg.cn/large/006MsevZgy1hzfkmvcibsj30l90bwaeg.jpg",,,湖南,红V
5143827175178489,Pio8ZlJa1,2714038434,黎叔Talk,小鹏G6发布以来累计销售了近10万台，这次2025款小鹏G6不能用年度改款来定义，更是一次全面换代光是外观就有19项升级，整车线条更流畅，运动味更足了；新增流媒体后视镜；方向盘改成电容的了，智驾更轻松；全系标配5C超充！10分钟补能450km，长途实现无痛补能，全系标配图灵AI智驾！交付就能用上车位到车位的高阶智驾，太卷了价格公布卖了个关子，继续介绍2025款小鹏G9了，看来是要有惊喜了#全新小鹏G6从未见过如此换代##小鹏G6价格#,,,,"全新小鹏G6从未见过如此换代,小鹏G6价格",29,36,91,2025-03-13 20:03,,"https://wx1.sinaimg.cn/large/a1c4f0a2gy1hzfk7a1iy0j235s2mwqv7.jpg,https://wx3.sinaimg.cn/large/a1c4f0a2gy1hzfkp0iebmj235s2mwx6q.jpg,https://wx1.sinaimg.cn/large/a1c4f0a2gy1hzfkovi8gwj235s2mw4qr.jpg,https://wx3.sinaimg.cn/large/a1c4f0a2gy1hzfkorfp27j235s2mwqv6.jpg,https://wx3.sinaimg.cn/large/a1c4f0a2gy1hzfkys0z5wj235s2mwkjm.jpg,https://wx1.sinaimg.cn/large/a1c4f0a2gy1hzflfrb03ij21hb0u07fn.jpg,https://wx2.sinaimg.cn/large/a1c4f0a2gy1hzflfqoeu6j235s2mwu0y.jpg",,,广东,红V
5143822905379576,Pio26mztm,6528484723,新渠道-李霸天,全新小鹏G6：两个「王炸」标配-全系标配5C超充AI电池-全系标配图灵AI智驾：不选装！不订阅！不付费！#汽场全开##全新小鹏G6从未见过如此换代##小鹏G6价格#,,,,"汽场全开,全新小鹏G6从未见过如此换代,小鹏G6价格",0,2,35,2025-03-13 19:46,,"https://wx4.sinaimg.cn/large/0077OR6Hgy1hzfl0fjtfxj32801hc78c.jpg,https://wx2.sinaimg.cn/large/0077OR6Hgy1hzfl0fzopdj32801hcjvr.jpg",,,广东,金V
5143822204405730,Pio0Yiu8a,3757301645,63充电中,全系标配图灵AI智驾。不选装！不订阅！不付费！何老爷又高又硬！#全新小鹏G6从未见过如此换代#,,,,全新小鹏G6从未见过如此换代,0,6,31,2025-03-13 19:44,微博网页版,"https://wx1.sinaimg.cn/large/dff3df8dgy1hzfkwn0jdqj21q01604qp.jpg,https://wx3.sinaimg.cn/large/dff3df8dgy1hzfkx96ksvj20zm0k2qdj.jpg",,,上海,红V
5143837971317878,Pioqp5wQ6,1905549057,扬韬,小鹏智驾小蓝灯，众筹OTA，899元。我的X9也可以升级了！,,,,,1,5,28,2025-03-13 20:46,微博网页版,"https://wx3.sinaimg.cn/large/71945f01gy1hzfmpshangj218a0jm4ci.jpg,https://wx4.sinaimg.cn/large/71945f01gy1hzfmqr5geqj21a80mqk94.jpg",,,上海,金V
5143822682554812,Pio1KaICE,3175087234,梁一鸣Max,小鹏这次新增的AI智驾小蓝灯，我觉得所有带智驾的车都应该带上，提示路上的其他驾驶者。这次@XP-何小鹏特意花时间好好介绍了这个功能。抬头一看，演讲大屏幕顶上也是一排蓝灯。可见他本人有多重视和喜爱#小鹏g6价格##全新小鹏G6从未见过如此换代#,,广州,XP-何小鹏,"小鹏g6价格,全新小鹏G6从未见过如此换代",7,17,39,2025-03-13 19:45,荣耀Magic7 RSR,"https://wx1.sinaimg.cn/large/bd3ffc82gy1hzfkq04jstj21400u043j.jpg,https://wx2.sinaimg.cn/large/bd3ffc82gy1hzfkqzmywuj21400u0aen.jpg,https://wx1.sinaimg.cn/large/bd3ffc82gy1hzfkq0siqzj21400u0go3.jpg",,,广东,金V
5143824327510718,Pio4ovvSC,5710264970,小鹏汽车,2025款小鹏G6全系标配图灵AI智驾！交付即享行业首个无断点的车位到车位功能，园区、城市、高速、停车场实现无缝衔接，园区漫游功能全国首发，不依赖高精地图，无需提前记忆，打造不断点的智驾体验！2025款小鹏G6全系搭载高通骁龙SA8295P芯片，座舱车机更流畅反应更丝滑。#全新小鹏G6和G9今日上市##全新小鹏G6从未见过如此换代#,,,,"全新小鹏G6和G9今日上市,全新小鹏G6从未见过如此换代",5,2,35,2025-03-13 19:52,微博网页版,"https://wx4.sinaimg.cn/large/006erGLUgy1hzfiuodi9ij34132oq4qq.jpg,https://wx4.sinaimg.cn/large/006erGLUgy1hzfivaq5aej34132oq1ky.jpg,https://wx2.sinaimg.cn/large/006erGLUgy1hzfiv0tfm6j34132oqe81.jpg",,,广东,蓝V
