id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5035013106041667,OeGQKplIf,1618051664,头条新闻,#宁德时代boss坐什么车#豪华商务氛围营造，还得看红旗HQ9PHEV，彰显品牌格调和产品实力的它有哪些亮点？L一汽红旗的微博视频,,,,宁德时代boss坐什么车,53,63,71,2024-05-17 13:35,微博视频号,,"http://f.video.weibocdn.com/o0/GHZcnAZGlx08eQqfKOwE01041201UAf30E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723982&ssig=yK%2BvFNUrbX&KID=unistore,video",,,普通用户
5035041912783246,OeHBdbG34,1653076903,交通安全蜀黍,5月17日湖北，高速上一辆载满新能源车的板车着火，板车上有问界M9和问界M5，起火原因未知。#新能源汽车##蜀黍说安全#L交通安全蜀黍的微博视频,,,,"新能源汽车,蜀黍说安全",50,139,563,2024-05-17 15:30,微博视频号,,"http://f.video.weibocdn.com/o0/UUJ7NwRMlx08eVmStVUI01041200iKT00E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723982&ssig=VOSdbCIT3x&KID=unistore,video",,浙江,金V
5034958865566490,OeFrgnm66,5311801448,阿正很硬,新能源车和手机1000公里续航大挑战，谁先充电？#vivoY200系列续航风暴#L阿正很硬的微博视频,,,,vivoY200系列续航风暴,3,12,42,2024-05-17 10:00,微博视频号,,"http://f.video.weibocdn.com/u0/W2RGJa7Rgx08eUzNkB3201041203wi2g0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723982&ssig=YYP824nSVK&KID=unistore,video",,重庆,金V
5035130899663315,OeJUJExRV,1900489235,莲石路车神,订了一辆领克07EM-P给我合伙人开，他那辆宝马5系年头儿有点儿长了，给他换一辆新能源开开。车是他自己选的，我感觉宝马车主对领克的认可度一直挺高的。原本看预售价打算买个低配就够用了，万万没想到正式价格顶配跟预售最低配一样，果断升级成顶配，感觉赚到了另外现在定车有6000补贴，而且貌似老车主增购还能再补贴6000，太超值了简直是，回头提车了我先开俩月再给他#领克07价格##领克07正式上市##超级车主#,,柳州,,"领克07价格,领克07正式上市,超级车主",1,35,83,2024-05-17 21:23,Redmi K70 Pro 冠军版,"https://wx2.sinaimg.cn/large/71472a13gy1hpstpit04nj21402gwjyx.jpg,https://wx4.sinaimg.cn/large/71472a13gy1hpstpjggmrj21402gw0zr.jpg,https://wx2.sinaimg.cn/large/71472a13gy1hpstpjzmpzj21402gwajh.jpg,https://wx2.sinaimg.cn/large/71472a13gy1hpstpkq4ohj21402gwnaj.jpg,https://wx4.sinaimg.cn/large/71472a13gy1hpstpll0x6j21402gwnc7.jpg,https://wx4.sinaimg.cn/large/71472a13gy1hpstpmc0xxj21402gwnee.jpg",,,广西,红V
5034970210370847,OeFJz1ytp,6896291545,朱玉龙-YL,iAuto把高合搞走了，10亿美元#芝能日报##新能源大牛说##微博新知#,,,,"芝能日报,新能源大牛说,微博新知",31,45,94,2024-05-17 10:45,微博网页版,https://wx1.sinaimg.cn/large/007wI8sNgy1hpsbfwexwzj31ce1164qp.jpg,,,上海,金V
5035052646534766,OeHSwrpZs,7331622139,小怡说车,#猛士917#打开音乐，今日早点返程啦，感觉好像中暑了，一会给大家分享BBA最后一站奔驰新能源EQE的试驾体验#我与汽车的日常#L小怡说车的微博视频,,,,"猛士917,我与汽车的日常",1,15,80,2024-05-17 16:12,微博视频号,,"http://f.video.weibocdn.com/o0/qwx2B6bdlx08eVrUGHqo01041200xmxY0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723982&ssig=OVlYBolPTq&KID=unistore,video",,浙江,金V
5035041661387686,OeHAO5P02,1458507192,电驹哥说电动车,又着🔥了！这次是一板车，希望人没事#新能源汽车##着火#L电驹哥说电动车的微博视频,,,,"新能源汽车,着火",14,32,89,2024-05-17 15:29,微博视频号,,"http://f.video.weibocdn.com/o0/1x1UbH4wlx08eVp2hWuY01041200ad1N0E010.mp4?label=mp4_720p&template=960x544.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723982&ssig=YrQjq0mRg2&KID=unistore,video",,北京,红V
5034656447861611,OexzuwZab,2803301701,人民日报,【#人民日报钟声#：#所谓中国新能源产能过剩纯属伪命题#】无论是从市场经济原则和价值规律来看，还是结合全球分工和国际市场情况来分析，所谓中国新能源“产能过剩”都是伪命题。近年来，中国电动汽车、锂电池、光伏产品等出口增多，这是国际分工和市场需求的结果。一些人给中国新能源产业扣上“产能过剩”的帽子，是其骨子里的保护主义在作祟。他们炒作所谓中国新能源“产能过剩”，是为其通过人为设置贸易壁垒限制中国出口寻找借口。真正过剩的不是中国的新能源产能，而是这些人滥用保护主义、打压他国正当发展的图谋。O所谓中国新能源“产能过剩”纯属伪命题,,,,"人民日报钟声,所谓中国新能源产能过剩纯属伪命题",145,140,524,2024-05-16 13:58,微博 weibo.com,,,,,普通用户
5034453167244763,OeshCuoH1,7830285733,五道口孙博,乐道L60，会是蔚来在2024年销量的撒手锏？对于L60的销量预测，渣博比较乐观，但是需要蔚来解决乐道的产能问题，不能让ET5产能地狱的剧本重演。乐道L60的上市，将会继续对特斯拉modelY进行挤压，特斯拉今年的日子不好过喽。#汽场全开##渣博说新能源##乐道l60#L五道口渣博的微博视频,,,,"汽场全开,渣博说新能源,乐道l60",1,17,31,2024-05-16 00:30,微博视频号,,"http://f.video.weibocdn.com/o0/sZX1GMLElx08eSOfojWM01041202hGOT0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723993&ssig=xZ7%2FUoBtHG&KID=unistore,video",,北京,红V
5034669459113100,OexUtCeJu,1887344341,观察者网,#这就是中国#新能源汽车行业为什么成了年轻人的“香饽饽”？L观察者网的微博视频,,,,这就是中国,7,7,31,2024-05-16 14:50,微博视频号,,"http://f.video.weibocdn.com/o0/u74Gp8tqlx08eTJR2aeQ01041201l1Ss0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723993&ssig=1OaOz0Nej7&KID=unistore,video",,,普通用户
5034712093166339,Oez1fdhHZ,2271051770,新重庆-重庆日报,#机遇中国·品牌重庆#【“好看，舒适，太爱了！”驻华使节体验重庆造新能源汽车】5月16日至19日，“机遇中国·品牌重庆”驻华使节重庆行活动举行。5月16日，“机遇中国·品牌重庆”驻华使节一行走进长安汽车全球研发中心，现场体验重庆造新能源汽车，纷纷点赞。@长安汽车L重庆日报的微博视频#机遇中国品牌重庆##机遇中国·品牌重庆#,,,长安汽车,"机遇中国·品牌重庆,机遇中国 品牌重庆",44,28,297,2024-05-16 17:39,微博视频号,,"http://f.video.weibocdn.com/u0/tkNFZdSDgx08eTX6tPCo01041200b3JI0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723993&ssig=NECfvZWwMh&KID=unistore,video",,,普通用户
5034720298010152,OezetxBO0,2244925365,老七,纯电不一定是汽车能源形态的终点但是电混，绝对是【必由之路】并且是【长期路线】吉利集团持续在电混技术上奋进雷神动力新能源动力试验中心是国内少有的真正具备高端试验测试验证能力的试验中心，规模超大，功能超全，研发、试验、制造全面对标全球技术开发标准全新的动力时代，不仅要发动机变速箱厉害就行，驱动方式，能源方式，包括智能控制都缺一不可。从开发系统集成的全流程研发能力配合全方位极限模拟测试环境到最后智能化精益制造工艺，都是雷神技术可以出海合作国际豪华品牌的底蕴所在新一代雷神电混系统非常厉害：●满油满电续航超2000km●最高热效率46%，全球最高●最低馈电油耗2.9L/100km，进入2L时代持续挑战突破全球节能极限值俗话说，三十年河东三十年河西，现在轮到洋和尚来东土取经了，戴姆勒、雷诺已经使用雷神动力技术，后续还有更多的国际品牌加入合作阵营，技术领先就是最好的经总而言之雷神电混：遥遥领先，持续领先，保持领先#雷神太牛了##多个豪华品牌将使用雷神混动技术#,,,,"雷神太牛了,多个豪华品牌将使用雷神混动技术",77,53,199,2024-05-16 18:12,微博  weibo.com,"https://wx3.sinaimg.cn/large/a66d0169ly8hprfbcvfc9j227x2ah7g1.jpg,https://wx3.sinaimg.cn/large/a66d0169ly8hprfbdimtxj23402c0kjl.jpg,https://wx3.sinaimg.cn/large/a66d0169ly8hprfbebrgtj22bc2u17w0.jpg",,,广东,金V
5034588507738608,OevNUwtag,1898907123,痛快舒畅,看看现在合资的价格吧。#汽场全开##新能源汽车##新能源大牛说#,,,,"汽场全开,新能源汽车,新能源大牛说",11,30,185,2024-05-16 09:28,HUAWEI Mate 30 5G,"https://wx3.sinaimg.cn/large/712f05f3ly1hpr3lyu4chj20u01ecwmn.jpg,https://wx3.sinaimg.cn/large/712f05f3ly1hpr3lzdbaxj20u01gvahr.jpg,https://wx4.sinaimg.cn/large/712f05f3ly1hpr3m0agfnj20u01e646z.jpg,https://wx2.sinaimg.cn/large/712f05f3ly1hpr3m0pc92j20u01e7dm7.jpg,https://wx4.sinaimg.cn/large/712f05f3ly1hpr3m12g1kj20u019yag3.jpg,https://wx1.sinaimg.cn/large/712f05f3ly1hpr3m1g113j20u01o8n6h.jpg,https://wx3.sinaimg.cn/large/712f05f3ly1hpr3m1zcdrj20u01lgth8.jpg,https://wx4.sinaimg.cn/large/712f05f3ly1hpr3m2h8scj20u018mn2o.jpg,https://wx1.sinaimg.cn/large/712f05f3ly1hpr3m2vkovj20u01gnwn0.jpg",,,北京,金V
5034603769238002,OewcwCLe2,7331622139,小怡说车,#阿维塔12#内饰科技感没得说，大家喜欢不？#新能源汽车#L小怡说车的微博视频,,,,"阿维塔12,新能源汽车",3,33,89,2024-05-16 10:29,微博视频号,,"http://f.video.weibocdn.com/o0/vVe7AsmClx08eSAXMSwU010412002TkL0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723993&ssig=KRiKMrkCB8&KID=unistore,video",,浙江,金V
5034701498878014,OeyK9BfzM,7331622139,小怡说车,#猛士917#有一个科技功能，红外摄像头，绿色显示行人，黄色显示车辆在越野扬沙的天气中，视线不好，这个功能就特别有用#新能源汽车#L小怡说车的微博视频,,,,"猛士917,新能源汽车",0,9,72,2024-05-16 16:57,微博视频号,,"http://f.video.weibocdn.com/o0/8oXOa5tnlx08eTSsXhx6010412006ZyI0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723993&ssig=FRi69Z8%2B4t&KID=unistore,video",,浙江,金V
5034392632169660,OeqHZ96qw,5885422393,邹总买电车啦,一个面向千家万户的品牌—乐道；一台为中国家庭打造的新能源SUV—乐道L60，今天来了！#蔚来全新品牌乐道首款车L60开订##乐道L60定义家庭用车新标准##邹总买电车啦#L邹总买电车啦的微博视频,,,,"蔚来全新品牌乐道首款车L60开订,乐道L60定义家庭用车新标准,邹总买电车啦",1,2,46,2024-05-15 20:30,微博视频号,,"http://f.video.weibocdn.com/o0/UrW7JLL3lx08eSquUeRa01041204BWGs0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724003&ssig=aGJ5f4K8EJ&KID=unistore,video",,江苏,红V
5034432380011422,OerK602Ye,5393698380,踢车帮,乐道L60，22万的蔚来新品牌首车，了解一下#车评精选##乐道L60##新能源汽车#@踢车夏东@赵宏義@微博汽车L踢车帮的微博视频,,,"踢车夏东,赵宏義,微博汽车","车评精选,乐道L60,新能源汽车",7,7,31,2024-05-15 23:07,微博视频号,,"http://f.video.weibocdn.com/o0/pUK3fsGYlx08eSILCfcA01041203w1Dr0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724003&ssig=o9KM0slRTh&KID=unistore,video",,北京,红V
5034272345559448,OenzYnkgw,6185605584,Tommy靠谱车行,国产新能源已经让欧美开始警惕了LTommy靠谱车行的微博视频,,,,,2,10,62,2024-05-15 12:32,微博视频号,,"http://f.video.weibocdn.com/o0/0k4lbmyglx08eS16kIC401041200LVPy0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724003&ssig=DEujI7yPDu&KID=unistore,video",,美国,红V
5034407436485167,Oer5Rrd5t,2099591797,鍋盖頭司令,乐道品牌发布会结束，团队同事说看完整场发布会总结成一句话，就是“乐道处处对标特斯拉，但又把特斯拉处处按着锤”。#乐道L60超长续航#乐道L60对比特斯拉ModelY空间更大、车机屏幕更大、转弯半径更小、安全系数更高、百公里能耗更低、感知摄像头更多、最后重要的是价格还比ModelY更便宜！预售价仅219900起。曾经特斯拉做为引进到中国新能源汽车市场的“鲶鱼”，如今被国产厂商按着锤。让人不得不感慨国产新能源汽车的进步速度之快，势头之猛。#蔚来全新品牌乐道首款车L60开订#乐道L60预计9月份上市，现在可以开始预订啦，不知道蔚来能不能凭借子品牌乐道与特斯拉在家用SUV领域争雄，未来孰强孰弱让我们拭目以待。#乐道L60定义家庭用车新标准#,,,,"乐道L60超长续航,蔚来全新品牌乐道首款车L60开订,乐道L60定义家庭用车新标准",8,53,294,2024-05-15 21:28,微博仅供参考,"https://wx4.sinaimg.cn/large/002i5FJPly1hpqirpwfr3j63402c01ky02.jpg,https://wx2.sinaimg.cn/large/002i5FJPly1hpqit0w0pkj63402c07wi02.jpg,https://wx4.sinaimg.cn/large/002i5FJPly1hpqit2jcyfj63402c0b2a02.jpg,https://wx2.sinaimg.cn/large/002i5FJPly1hpqit3z4rij63402c0kjl02.jpg,https://wx2.sinaimg.cn/large/002i5FJPly1hpqit5r9c6j63402c0qv602.jpg,https://wx4.sinaimg.cn/large/002i5FJPly1hpqit9zpzkj64eo3b01l002.jpg,https://wx4.sinaimg.cn/large/002i5FJPly1hpqitcy1xjj64eo3b07wk02.jpg,https://wx3.sinaimg.cn/large/002i5FJPly1hpqitg8kljj64eo3b07wk02.jpg,https://wx2.sinaimg.cn/large/002i5FJPly1hpqiti84abj63402c0kjm02.jpg",,,山东,金V
5034308295723975,OeovXo14b,5976953813,小白同学来啦,极氪007这女车主也不少啊#新能源汽车##大v聊车#,,,,"新能源汽车,大v聊车",38,25,97,2024-05-15 14:54,,"https://wx3.sinaimg.cn/large/006wuGIRgy1hpq7f1g1e5j30zk1bfdmz.jpg,https://wx2.sinaimg.cn/large/006wuGIRgy1hpq7f1v2u6j31he1z4nag.jpg,https://wx3.sinaimg.cn/large/006wuGIRgy1hpq7f2u2mnj31hc1z4dqu.jpg,https://wx3.sinaimg.cn/large/006wuGIRgy1hpq7f38f5aj31qw1z47f1.jpg,https://wx3.sinaimg.cn/large/006wuGIRgy1hpq7f3ou15j31401hcgqt.jpg,https://wx1.sinaimg.cn/large/006wuGIRgy1hpq7f0byx6j31hc1z4n8z.jpg,https://wx4.sinaimg.cn/large/006wuGIRgy1hpq7f48zw1j31hc1z4trq.jpg,https://wx4.sinaimg.cn/large/006wuGIRgy1hpq7f4usf6j31gw1z4wmt.jpg,https://wx4.sinaimg.cn/large/006wuGIRgy1hpq7f5cbvaj31hc1z47dx.jpg",,,广东,红V
5034392751966218,OeqIb8fvc,7752720304,新浪航天,【蔚来换电去哪都方便】#乐道L60上市即享千座换电站#蔚来副总裁沈斐分享5C快充与蔚来换电的区别，他曾在微博发文表示，蔚来汽车目前已实现2300座遍布全国的换电站，20000多根无处不在的桩，超过1000km的续航。L特来哥_謝老板的微博视频,,,,乐道L60上市即享千座换电站,4,5,41,2024-05-15 20:30,微博视频号,,"http://f.video.weibocdn.com/o0/lGSQFy09lx08dmbhBjfO01041200kgJ40E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724003&ssig=eyWA4PVvWV&KID=unistore,video",,,蓝V
5034279506286379,OenLwqnnd,6420207784,1024专员,想要发展新能源汽车必须先提高国民素质呀！美国湾区，特斯拉充电桩全部遭到破坏，都被拿去卖钱了？？？L1024专员的微博视频,,,,,3,67,195,2024-05-15 13:00,微博视频号,,"http://f.video.weibocdn.com/u0/sugofzVmgx08eRL3hdpu01041200orom0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724003&ssig=58rys71OTe&KID=unistore,video",,广东,金V
5034279887700233,OenM8wjbj,2135129011,孙少军09,12天交了4200台，极氪001还是纯电销量第一，订车还要等4~8周。基本上一车扛着蔚来整个体系打，顺便把极氪带到纯电豪华第一。还是那句话，全新极氪001那次上市成功太关键了@极氪林金文而最近跟极氪朋友聊的两个极氪门店的特点。第一，从小米分流的客户越来越多，部分门店已占到30~40%。第二，品牌意识越来越明显，从老客户和路上看到再到店的客户在快速增加。也就是从北京车展后，品牌格局已经形成，主流消费者开始越来越“认”品牌了。品牌就是保有量，极氪001路上最多，所以大家更会挤向极氪展厅看001。反过来厂家越会做品牌，稳住市场口碑，感觉这也是最近华为、极氪、蔚来都在拼命搞充电换电覆盖的原因。#汽场全开##新能源锐评#,,,极氪林金文,"汽场全开,新能源锐评",20,434,1466,2024-05-15 13:02,微博网页版,"https://wx3.sinaimg.cn/large/7f437bb3ly1hpq1m8mfpcj21qi334dw1.jpg,https://wx2.sinaimg.cn/large/7f437bb3ly1hpq1m8ne61j21qi334gxy.jpg",,,福建,金V
5033861760942618,OecTK3Xdw,7874549549,未来的学习笔记,华为智驾立功，高速避障，好不好用，车主才有话语权，继续遥遥领先！#鸿蒙智行##新能源汽车#L未来的学习笔记的微博视频,,,,"鸿蒙智行,新能源汽车",12,21,252,2024-05-14 09:20,微博视频号,,"http://f.video.weibocdn.com/o0/XI8rTeeylx08eQd3HMT6010412006px10E010.mp4?label=mp4_720p&template=1280x544.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724016&ssig=ihaziW8qe1&KID=unistore,video",,山东,金V
5033865015726313,OecYZo1FT,1652185502,电动知士大雨,用早高峰、上班通勤的“非熟路”，一镜到底来验证城市辅助驾驶的能力。这条路90%地面占比，26个红绿灯，我会在同一个时间出发，今天先带来蔚来NOP+2.6.0的表现。值得看的几个精彩瞬间：1分14秒闯红灯骑车老大爷2分51秒右转遇大量自行车6分50秒鸟瞰视角感知范围8分10秒第一次接管9分26秒低速绕行加塞12分28秒公交车道应对17分35秒大公交博弈18分32秒第二次接管23分15秒右转绕行侵入行人29分03秒死板的高精连接点30分15秒死板的高精连接点31分50秒总结用时1小时17分钟你们还想看什么车，评论里留言。#新能源大牛说##蔚来ET5#L电动知士运营小妹等人的共创视频,,,,"新能源大牛说,蔚来ET5",5,19,31,2024-05-14 09:33,微博视频号,,"http://f.video.weibocdn.com/o0/rSP36HSKlx08eQdjXW480104120BIgG20E0e0.mp4?label=mp4_720p&template=1364x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724016&ssig=KsIxV6%2FCBT&KID=unistore,video",,北京,红V
5034013981149675,OegRg4P59,7762168725,MetaAuto,极氪这屌公司太耿直了。上市捞了一波还不忘搞刷圈#极氪001FR屠榜计划#这种看似没什么意义的事情。但是，各位给我翻译翻译什么tmd是tmd性能？什么tmd是tmd操控？什么tmd是tmd汽车文化？什么tmd是tmd品牌建设？就是tmd要tmd坚持啊。#汽场全开##新能源大牛说#LMetaAuto的微博视频,,,,"极氪001 FR 屠榜计划,汽场全开,新能源大牛说",1,19,43,2024-05-14 19:25,达哥的iPhone客户端,,"http://f.video.weibocdn.com/o0/7mdnqObwlx08eQSyvXMk01041200wD6f0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724016&ssig=2nXn2pDc%2Bl&KID=unistore,video",,上海,金V
5033901925863528,OedWwoBn2,2244925365,老七,极氪上市了用时仅37个月应该是我国新能源车企史上最快上市纪录目前极氪已经问鼎国内纯电赛道榜首第一次接触极氪是21年底陪粉丝提001现在我自己也是007车主前段时间也体验了四座009光辉我的总体感受是坚持优秀底盘质感坚持原创外观设计坚持操控运动基因努力奋进智驾智舱极氪还将取得更大的成功#极氪赴美IPO#,,,,极氪赴美IPO,5,38,92,2024-05-14 12:00,微博  weibo.com,"https://wx1.sinaimg.cn/large/a66d0169ly8hpovh7q8oyj25os3sju0x.jpg,https://wx3.sinaimg.cn/large/a66d0169ly8hpovh82rf2j20zk0npafl.jpg,https://wx1.sinaimg.cn/large/a66d0169ly8hpovh9itfzj25yi3z0nph.jpg,https://wx1.sinaimg.cn/large/a66d0169ly8hpovhbj6asj25yn3z41l3.jpg,https://wx1.sinaimg.cn/large/a66d0169ly8hpovhd9ziuj261j4114qu.jpg,https://wx2.sinaimg.cn/large/a66d0169ly8hpovhfn8obj23qh5lq7wm.jpg,https://wx1.sinaimg.cn/large/a66d0169ly8hpovhgcq13j20zj0qnto6.jpg,https://wx3.sinaimg.cn/large/a66d0169ly8hpovhhk8wgj24802tcx6r.jpg,https://wx4.sinaimg.cn/large/a66d0169ly8hpovhisd8rj22tc4807wi.jpg",,,广东,金V
5033986353007558,Oeg8HcCp0,7331622139,小怡说车,沉浸式体验#哈弗二代大狗hi4版#音响效果#新能源汽车#L小怡说车的微博视频,,,,"哈弗二代大狗hi4版,新能源汽车",5,10,36,2024-05-14 17:35,微博视频号,,"http://f.video.weibocdn.com/o0/vWgfmHlhlx08eQL3GKQ001041200nbq20E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724016&ssig=AfgYFMXEwR&KID=unistore,video",,浙江,金V
5033936900063500,OeeQW0gwc,1329201253,赵宏民,天热了，给小米汽车洗洗澡降降温，这下su7舒服了#小米汽车#L赵宏民的微博视频,,,,小米汽车,8,35,32,2024-05-14 14:19,微博视频号,,"http://f.video.weibocdn.com/o0/ClP1ARxklx08eQxyPQQo01041201QdhS0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724016&ssig=XpSO%2BbTS8x&KID=unistore,video",,江苏,红V
5033920351179065,Oeeqf4WJb,7007823067,特魔豆,图一是特斯拉前员工对小李飞车的说明图二是我之前发给特斯拉意见箱的邮件来说一下@特斯拉的处事原则我之前就一直说特斯拉没有对自媒体有相关的费用我不管是试驾特斯拉的车还是收到邀请去参加特斯拉的活动或者是收到邀请去拍新车全程自费，没有收特斯拉的一分钱唯一有的，就是吃一下特斯拉的旺旺仙贝喝一下特斯拉的自助咖啡或者送我一些小礼物后面这些礼物我也基本全部送人或者送粉丝了凡是有关注我的粉丝，都应该知道我去年提的modelx，在价格顶峰的时候后面陆续降价，一直到最后面直接颜色免费（我选装了2.5w的烈焰红）免费超充3年降价接近20w等等一系列操作前后不到一个月好像，懒得翻记录了有些车主就去闹，去维权我呢？没做任何事，就看着。涨价降价是市场行为，我可以接受，这些就算了，让我最心酸的是Fsd免费转移到新车！！！这我就忍不了了，我19年3月提的model3performance，有包含fsd到现在我也没用上然后现在我转移个都没用上的fsd还需要掐点提车？我怎么知道什么时候会出政策免费转移fsd！之前我19年狂拍抖音的时候一堆人骂我是特斯拉的什么什么，不想打出来了说我收钱说我舔这些全部无所谓在我抖音有一条喷了特斯拉的做工后官方账号也取关了我，哈哈哈我还发了一条OfCourseIStillLoveYou官方也在评论区回复❤️我只是在做我热爱的事情不管是喜欢特斯拉还是喜欢摄影喜欢拍视频都是我的热爱现在也依旧没变我去拍特斯拉的车，他们要求禁止什么我就照做后面据说皮卡不让摸？我不清楚，反正到厦门的时候，我去拍我要摸车时候，提前问了，Cybertruck不让进车内？我也没进去是叫特斯拉的员工（前员工给我打开车门拍了下车内）我非常尊重每个人的工作也理解他们的难处我也非常敬佩马斯克@ElonMusk能做出这么好的车但是特斯拉就是一家毫无温度的车企小李飞车这件事情，我不想听他说是怎样，也不想听任何人说是怎样，没办法知道谁说的是真的我有自己的判断就像特斯拉当时刹车失灵事件我就有自己的判断我只知道特斯拉没有温度，他的员工有温度！只要马斯克还坚持他的第一性原理特斯拉还在坚持做好车，做好fsd我就会继续吹缺点我也会喷我没收钱，我想怎么说就怎么说说的也都是事实不哗众取宠，在我自己的认知范围内传播我认为正确的事，最后在我没收钱之前我不用当了婊子又想立牌坊挺爽的。尽情表达。哪天我真收钱了我会直接说就像@影视飓风MediaStorm一样，tim说如果有‘一拍即合’就是合作了之前也说过车评人说的话，看个乐就好了收了钱就别谈客观！都有水分。最后的最后喜欢我的内容麻烦点个赞转发评论这对我非常重要谢谢！@Grace陶琳-Tesla@老朱-Tesla#特斯拉#特斯拉超话#新能源汽车#,,,"特斯拉,ElonMusk,影视飓风MediaStorm,Grace陶琳-Tesla,老朱-Tesla","特斯拉,新能源汽车",15,76,184,2024-05-14 13:13,iPhone 15 Pro,"https://wx2.sinaimg.cn/large/007Eg6Ujgy1hpoy63fc1bj30xc4xy4qp.jpg,https://wx3.sinaimg.cn/large/007Eg6Ujgy1hpoy64h6d6j30p717s124.jpg",,,福建,金V
5033534802102038,Oe4oo8OPQ,7331622139,小怡说车,#魏牌高山#发现一个很有心意的点，在唤醒灯旁边有一个UVC杀菌灯，当然只有人不在车内才能打开，对于一些非常注意卫生细菌的家庭真的非常友好了。#新能源汽车#L小怡说车的微博视频,,,,"魏牌高山,新能源汽车",12,48,172,2024-05-13 11:41,微博视频号,,"http://f.video.weibocdn.com/o0/i1C4BHdtlx08eOLPWr0I010412003Suq0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724026&ssig=4XNW6%2BlLNm&KID=unistore,video",,浙江,金V
5033569164724944,Oe5hOjPaM,7331622139,小怡说车,沉浸式感受下#魏牌高山#哈曼卡顿的音响效果#新能源汽车#L小怡说车的微博视频,,,,"魏牌高山,新能源汽车",4,11,41,2024-05-13 13:57,微博视频号,,"http://f.video.weibocdn.com/o0/qOZgBiCblx08eOVdivCM01041200uIbb0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724026&ssig=IjSJs%2Fm8hD&KID=unistore,video",,浙江,金V
5033597918777067,Oe62bAPjB,7331622139,小怡说车,路上看到一台#坦克700hi4-t#这车身姿态就很抓眼球车主表示非常好开（我太激动了，没有录上）#新能源汽车#,,,,"坦克700hi4-t,新能源汽车",10,45,181,2024-05-13 15:52,微博视频号,,"http://f.video.weibocdn.com/o0/5rC5pqZ6lx08eP2PdCLu010412006NVE0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724026&ssig=wzwPv48vrx&KID=unistore,video",,浙江,金V
5033675408543581,Oe83azQzH,1653076903,交通安全蜀黍,一辆哪吒新能源车自燃并伴随爆炸，殃及周边多辆汽车。目击者：该车正常停放未充电。#蜀黍说安全##新能源汽车#L交通安全蜀黍的微博视频,,,,"蜀黍说安全,新能源汽车",40,104,454,2024-05-13 21:00,微博视频号,,"http://f.video.weibocdn.com/o0/DK6xtIUBlx08ePf6gXOE01041200i27T0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724026&ssig=TTOSO71mDy&KID=unistore,video",,浙江,金V
